sourceID,sourceType,sourceLocation,destinationServiceType,destinationLocation,accessedNodeType,operation,value,timestamp,normality
2,0,7,0,7,2,1,8037,13585,7
1,0,6,0,6,2,1,8037,5253,7
71,4,16,4,16,8,3,1755,21436,7
26,2,16,3,16,4,1,0,5777,7
65,4,9,4,9,8,3,4316,19519,7
81,7,0,0,6,1,1,12,21862,7
1,0,6,0,6,2,1,8037,26537,7
69,4,14,4,14,8,3,2095,27934,7
30,2,20,4,20,8,1,7350,29054,7
17,2,10,3,10,4,1,1,33182,7
17,2,10,3,10,4,1,0,42509,7
62,4,8,4,8,8,3,6783,32525,7
67,4,11,4,11,8,3,2566,2064,7
43,3,3,0,6,2,1,8037,13650,5
65,4,9,4,9,8,3,4776,42847,7
3,0,10,0,10,1,1,11,11301,7
30,2,20,4,20,8,1,5047,34060,7
4,0,5,0,5,2,1,8037,18949,7
1,0,6,0,6,1,1,2,24348,7
0,0,6,0,6,2,1,8037,7746,7
83,7,9,0,5,2,1,8037,42729,7
80,4,0,4,0,8,3,5996,36623,7
79,4,6,4,6,8,3,2729,21609,7
20,2,9,4,9,8,1,6392,21623,7
17,2,10,3,10,4,1,0,19554,7
70,4,15,4,15,8,3,4674,31311,7
19,2,1,4,1,8,1,2772,43408,7
83,7,9,0,5,1,1,7,17590,7
28,2,18,4,18,8,1,6435,35041,7
32,2,4,3,4,4,1,1,37072,7
5,0,5,0,5,1,1,2,43798,7
26,2,16,3,16,4,1,1,38887,7
81,7,0,0,6,1,3,0,41443,7
27,2,17,4,17,8,1,5598,21456,7
31,2,12,4,12,8,1,4330,31898,7
1,0,6,0,6,1,1,2,2581,7
27,2,17,3,17,4,1,1,22283,7
35,2,0,3,0,4,1,1,15236,7
79,4,6,4,6,8,3,4297,16510,7
3,0,10,0,10,2,1,8037,13462,7
14,6,17,4,13,8,1,462,18906,7
81,7,0,0,6,1,1,1,45704,7
28,2,18,3,18,4,1,1,4451,7
32,2,4,4,4,8,1,3086,19695,7
5,0,5,0,5,1,1,4,45852,7
35,2,0,3,0,4,1,0,12148,7
76,4,12,4,12,8,3,7364,9294,7
29,2,19,3,19,4,1,1,20110,7
64,4,1,4,1,8,3,5054,43071,7
3,0,10,0,10,2,1,8037,1618,7
34,2,6,4,6,8,1,1131,35169,7
83,7,9,0,5,1,3,0,31542,7
5,0,5,0,5,2,1,8037,21429,7
26,2,16,4,16,8,1,4894,20753,7
2,0,7,0,7,1,1,13,8304,7
27,2,17,4,17,8,1,1861,35990,7
83,7,9,0,5,1,1,2,13606,7
21,2,3,3,3,4,1,0,38049,7
3,0,10,0,10,2,1,8037,14750,7
31,2,12,3,12,4,1,0,11972,7
31,2,12,3,12,4,1,1,17388,7
69,4,14,4,14,8,3,4675,9203,7
19,2,1,3,1,4,1,1,2157,7
32,2,4,3,4,4,1,1,37534,7
18,2,5,3,5,4,1,0,16124,7
33,2,7,3,7,4,1,1,12623,7
70,4,15,4,15,8,3,3438,10377,7
30,2,20,4,20,8,1,4967,29565,7
28,2,18,4,18,8,1,3598,23853,7
19,2,1,3,1,4,1,0,17650,7
1,0,6,0,6,2,1,8037,1947,7
78,4,7,4,7,8,3,7326,5006,7
72,4,17,4,17,8,3,2359,8095,7
65,4,9,4,9,8,3,5588,16829,7
82,7,10,0,10,1,1,9,2808,7
3,0,10,0,10,2,1,8037,28869,7
81,7,0,0,6,1,1,1,31658,7
23,2,13,4,13,8,1,1663,39621,7
24,2,14,3,14,4,1,1,14855,7
5,0,5,0,5,1,3,13,14996,7
80,4,0,4,0,8,3,4667,7612,7
19,2,1,4,1,8,1,7161,33536,7
64,4,1,4,1,8,3,475,15249,7
4,0,5,0,5,1,3,4,15022,7
3,0,10,0,10,1,1,1,10676,7
5,0,5,0,5,1,1,12,42183,7
14,6,17,4,11,8,1,3168,20243,7
43,3,3,0,6,2,1,8037,13665,5
83,7,9,0,5,1,1,13,36626,7
17,2,10,3,10,4,1,0,3506,7
83,7,9,0,5,1,3,9,36149,7
1,0,6,0,6,2,1,8037,21650,7
2,0,7,0,7,1,1,13,2488,7
26,2,16,4,16,8,1,4121,45793,7
28,2,18,4,18,8,1,1106,33791,7
81,7,0,0,6,2,1,8037,4616,7
78,4,7,4,7,8,3,5202,16247,7
20,2,9,3,9,4,1,0,611,7
83,7,9,0,5,2,1,8037,31805,7
35,2,0,3,0,4,1,1,10687,7
29,2,19,3,19,4,1,0,23088,7
61,4,2,4,2,8,3,6479,19845,7
30,2,20,3,20,4,1,1,43321,7
19,2,1,3,1,4,1,0,7748,7
18,2,5,3,5,4,1,1,30902,7
63,4,10,4,10,8,3,7384,5946,7
32,2,4,4,4,8,1,6651,26505,7
24,2,14,4,14,8,1,2091,34209,7
3,0,10,0,10,1,1,11,3558,7
79,4,6,4,6,8,3,2921,44537,7
73,4,18,4,18,8,3,3674,40342,7
73,4,18,4,18,8,3,4926,13102,7
0,0,6,0,6,2,1,8037,9725,7
16,2,8,3,8,4,1,0,570,7
35,2,0,3,0,4,1,1,28698,7
80,4,0,4,0,8,3,1583,23095,7
25,2,15,4,15,8,1,6548,21465,7
34,2,6,3,6,4,1,0,30490,7
61,4,2,4,2,8,3,299,1532,7
19,2,1,3,1,4,1,1,13561,7
29,2,19,3,19,4,1,0,4636,7
2,0,7,0,7,2,1,8037,4139,7
21,2,3,3,3,4,1,1,11365,7
77,4,4,4,4,8,3,5227,150,7
72,4,17,4,17,8,3,5844,16493,7
24,2,14,4,14,8,1,4358,20086,7
81,7,0,0,6,2,1,8037,43029,7
26,2,16,3,16,4,1,1,10305,7
1,0,6,0,6,1,1,7,2882,7
32,2,4,4,4,8,1,204,43322,7
20,2,9,3,9,4,1,0,33574,7
30,2,20,4,20,8,1,4933,31596,7
27,2,17,3,17,4,1,1,3528,7
25,2,15,4,15,8,1,985,26742,7
19,2,1,4,1,8,1,7180,32206,7
74,4,19,4,19,8,3,5475,2799,7
35,2,0,3,0,4,1,0,1765,7
33,2,7,3,7,4,1,1,12623,7
2,0,7,0,7,1,1,13,10723,7
5,0,5,0,5,1,3,9,679,7
82,7,10,0,10,1,1,11,2435,7
83,7,9,0,5,1,1,10,44870,7
64,4,1,4,1,8,3,1543,7213,7
4,0,5,0,5,2,1,8037,27618,7
24,2,14,4,14,8,1,4999,26633,7
81,7,0,0,6,2,1,8037,33248,7
80,4,0,4,0,8,3,1385,1590,7
4,0,5,0,5,1,1,9,7644,7
27,2,17,3,17,4,1,1,34939,7
81,7,0,0,6,1,1,12,17184,7
25,2,15,4,15,8,1,1188,40328,7
4,0,5,0,5,1,3,10,16947,7
1,0,6,0,6,1,1,1,21072,7
5,0,5,0,5,2,1,8037,31147,7
78,4,7,4,7,8,3,1448,8989,7
83,7,9,0,5,1,1,7,24431,7
78,4,7,4,7,8,3,3491,7838,7
19,2,1,4,1,8,1,2751,33773,7
5,0,5,0,5,1,3,11,15773,7
4,0,5,0,5,1,1,6,1861,7
4,0,5,0,5,1,1,2,24003,7
82,7,10,0,10,1,3,12,25538,7
27,2,17,4,17,8,1,6234,33571,7
66,4,3,4,3,8,3,7154,38714,7
21,2,3,3,3,4,1,1,25839,7
67,4,11,4,11,8,3,4234,15979,7
33,2,7,3,7,4,1,1,44836,7
11,6,4,4,0,8,1,3035,39585,0
83,7,9,0,5,1,3,1,29895,7
34,2,6,3,6,4,1,1,15820,7
2,0,7,0,7,1,1,13,42167,7
81,7,0,0,6,1,1,12,33864,7
3,0,10,0,10,2,1,8037,30437,7
0,0,6,0,6,1,1,2,40989,7
81,7,0,0,6,2,1,8037,40134,7
0,0,6,0,6,1,1,11,16346,7
28,2,18,3,18,4,1,0,38296,7
3,0,10,0,10,2,1,8037,23779,7
81,7,0,0,6,1,1,6,33649,7
83,7,9,0,5,2,1,8037,19056,7
83,7,9,0,5,1,1,4,14440,7
4,0,5,0,5,2,1,8037,12913,7
70,4,15,4,15,8,3,3956,35617,7
19,2,1,3,1,4,1,1,14541,7
5,0,5,0,5,1,1,9,4708,7
68,4,13,4,13,8,3,966,25975,7
0,0,6,0,6,1,1,6,3074,7
69,4,14,4,14,8,3,29,37418,7
69,4,14,4,14,8,3,54,11888,7
77,4,4,4,4,8,3,6460,15350,7
34,2,6,3,6,4,1,0,7505,7
16,2,8,4,8,8,1,6134,21894,7
72,4,17,4,17,8,3,390,17975,7
78,4,7,4,7,8,3,970,14,7
81,7,0,0,6,1,1,7,11272,7
23,2,13,4,13,8,1,2902,31717,7
67,4,11,4,11,8,3,5323,26069,7
4,0,5,0,5,1,1,1,17255,7
26,2,16,3,16,4,1,1,40066,7
81,7,0,0,6,1,1,1,6387,7
82,7,10,0,10,1,1,2,34035,7
4,0,5,0,5,1,1,10,44137,7
63,4,10,4,10,8,3,1196,22504,7
83,7,9,0,5,1,1,9,6406,7
22,2,11,3,11,4,1,1,20709,7
22,2,11,3,11,4,1,1,16370,7
24,2,14,3,14,4,1,0,31806,7
72,4,17,4,17,8,3,3695,11646,7
30,2,20,3,20,4,1,1,21320,7
21,2,3,3,3,4,1,0,17584,7
75,4,20,4,20,8,3,2647,25872,7
79,4,6,4,6,8,3,7076,16047,7
3,0,10,0,10,1,3,4,6744,7
4,0,5,0,5,2,1,8037,30578,7
18,2,5,3,5,4,1,0,1159,7
16,2,8,3,8,4,1,1,26744,7
13,6,5,7,9,2,1,8037,27291,0
21,2,3,3,3,4,1,0,35700,7
0,0,6,0,6,1,1,0,14802,7
17,2,10,3,10,4,1,0,14747,7
24,2,14,3,14,4,1,1,9958,7
81,7,0,0,6,1,1,9,20263,7
34,2,6,3,6,4,1,1,45470,7
3,0,10,0,10,1,1,4,34028,7
25,2,15,4,15,8,1,842,38739,7
34,2,6,3,6,4,1,0,2946,7
81,7,0,0,6,2,1,8037,10670,7
73,4,18,4,18,8,3,6228,26555,7
0,0,6,0,6,1,1,9,37537,7
13,6,5,6,5,10,3,1,7156,7
83,7,9,0,5,1,1,2,26541,7
78,4,7,4,7,8,3,1739,16707,7
65,4,9,4,9,8,3,6146,12515,7
5,0,5,0,5,1,1,10,34584,7
35,2,0,3,0,4,1,0,23232,7
25,2,15,3,15,4,1,1,27519,7
4,0,5,0,5,1,3,4,23512,7
61,4,2,4,2,8,3,2466,34834,7
22,2,11,3,11,4,1,1,33071,7
66,4,3,4,3,8,3,4809,1490,7
79,4,6,4,6,8,3,1760,17837,7
70,4,15,4,15,8,3,7330,186,7
35,2,0,4,0,8,1,6316,44830,7
66,4,3,4,3,8,3,5873,36215,7
0,0,6,0,6,2,1,8037,32246,7
15,2,2,3,2,4,1,0,3827,0
81,7,0,0,6,1,3,12,6707,7
35,2,0,4,0,8,1,4668,20556,7
24,2,14,3,14,4,1,0,43323,7
24,2,14,3,14,4,1,0,15895,7
82,7,10,0,10,2,1,8037,35387,7
35,2,0,3,0,4,1,0,10718,7
67,4,11,4,11,8,3,1868,38107,7
0,0,6,0,6,1,1,7,9671,7
20,2,9,3,9,4,1,1,5821,7
82,7,10,0,10,2,1,8037,37696,7
22,2,11,3,11,4,1,0,23459,7
20,2,9,3,9,4,1,0,41815,7
81,7,0,0,6,1,1,12,29322,7
3,0,10,0,10,1,1,2,4100,7
0,0,6,0,6,1,1,4,38447,7
82,7,10,0,10,1,1,11,5136,7
15,2,2,3,2,4,1,0,30180,7
81,7,0,0,6,1,1,11,43994,7
74,4,19,4,19,8,3,6458,26617,7
23,2,13,4,13,8,1,5480,35691,7
23,2,13,4,13,8,1,6622,40408,7
1,0,6,0,6,1,1,2,11812,7
83,7,9,0,5,1,3,11,29438,7
20,2,9,4,9,8,1,2377,36437,7
71,4,16,4,16,8,3,3807,17999,7
34,2,6,3,6,4,1,1,15300,7
32,2,4,3,4,4,1,1,39192,7
65,4,9,4,9,8,3,6506,10196,7
34,2,6,4,6,8,1,4852,32322,7
25,2,15,3,15,4,1,1,37367,7
74,4,19,4,19,8,3,4111,30657,7
19,2,1,4,1,8,1,199,45911,7
3,0,10,0,10,2,1,8037,35443,7
83,7,9,0,5,1,1,11,42853,7
1,0,6,0,6,1,3,11,15793,7
82,7,10,0,10,2,1,8037,17282,7
82,7,10,0,10,2,1,8037,7035,7
4,0,5,0,5,2,1,8037,20082,7
35,2,0,3,0,4,1,1,9795,7
33,2,7,4,7,8,1,3875,25431,7
22,2,11,4,11,8,1,6464,25608,7
83,7,9,0,5,1,1,1,42671,7
4,0,5,0,5,1,1,11,10231,7
2,0,7,0,7,1,1,13,43564,7
83,7,9,0,5,1,1,6,31885,7
20,2,9,3,9,4,1,0,12935,7
71,4,16,2,13,4,1,0,32611,4
20,2,9,3,9,4,1,1,11582,7
31,2,12,3,12,4,1,1,8615,7
1,0,6,0,6,2,1,8037,8513,7
18,2,5,3,5,4,1,1,36512,7
3,0,10,0,10,1,1,1,21391,7
33,2,7,3,7,4,1,1,38746,7
5,0,5,0,5,1,1,4,43534,7
77,4,4,4,4,8,3,6767,31021,7
34,2,6,3,6,4,1,1,4317,7
16,2,8,3,8,4,1,0,41284,7
71,4,16,4,16,8,3,3268,43770,7
82,7,10,0,10,1,1,9,33722,7
82,7,10,0,10,1,3,6,23750,7
64,4,1,4,1,8,3,891,45946,7
61,4,2,4,2,8,3,7596,40197,7
71,4,16,4,16,8,3,2251,31519,7
2,0,7,0,7,2,1,8037,45987,7
1,0,6,0,6,1,1,4,14717,7
79,4,6,4,6,8,3,4984,4892,7
15,2,2,3,2,4,1,1,19265,7
1,0,6,0,6,1,1,9,23273,7
23,2,13,3,13,4,1,1,6405,7
0,0,6,0,6,1,1,4,9745,7
20,2,9,3,9,4,1,1,34160,7
33,2,7,3,7,4,1,0,34156,7
70,4,15,4,15,8,3,2019,11122,7
3,0,10,0,10,1,1,0,3642,7
1,0,6,0,6,1,1,9,33619,7
1,0,6,0,6,1,1,6,11357,7
78,4,7,4,7,8,3,2853,26125,7
83,7,4,1,5,2,3,8037,44011,2
13,6,5,4,1,8,1,1382,20229,7
79,4,6,4,6,8,3,7173,3601,7
2,0,7,0,7,1,1,13,31353,7
12,6,3,4,10,8,3,8,3226,3
0,0,6,0,6,2,1,8037,18900,7
2,0,7,0,7,1,1,13,1274,7
23,2,13,3,13,4,1,0,22979,7
1,0,6,0,6,1,1,7,21143,7
62,4,8,4,8,8,3,5079,38786,7
5,0,5,0,5,1,1,4,4974,7
20,2,9,3,9,4,1,0,8112,7
64,4,1,4,1,8,3,3167,40377,7
81,7,0,0,6,1,3,4,15254,7
62,4,8,4,8,8,3,3067,17163,7
27,2,17,2,17,4,3,1,33406,7
26,2,16,3,16,4,1,1,43013,7
79,4,6,4,6,8,3,1837,14533,7
3,0,10,0,10,1,1,9,35711,7
17,2,10,4,10,8,1,6927,38847,7
78,4,7,4,7,8,3,2440,27348,7
25,2,15,3,15,4,1,1,20221,7
1,0,6,0,6,1,3,11,13963,7
33,2,7,3,7,4,1,0,33449,7
83,7,9,0,5,1,1,4,31768,7
77,4,4,4,4,8,3,6386,39884,7
29,2,19,3,19,4,1,1,8449,7
2,0,7,0,7,2,1,8037,481,7
32,2,4,3,4,4,1,0,29738,7
83,7,9,0,5,1,1,2,19249,7
81,7,0,0,6,1,1,2,18008,7
82,7,10,0,10,2,1,8037,34289,7
5,0,5,0,5,1,1,6,8775,7
16,2,8,4,8,8,1,4308,33437,7
3,0,10,0,10,1,1,11,31893,7
83,7,9,0,5,2,1,8037,13528,7
80,4,0,4,0,8,3,972,20399,7
81,7,0,0,6,1,1,12,24635,7
2,0,7,0,7,1,1,13,36055,7
15,2,2,3,2,4,1,1,36151,7
55,3,7,3,7,1,3,7955,4314,7
81,7,0,0,6,1,3,9,1376,7
77,4,4,4,4,8,3,1771,4179,7
63,4,10,4,10,8,3,2787,30928,7
19,2,1,3,1,4,1,1,42934,7
74,4,19,4,19,8,3,6175,9034,7
21,2,3,3,3,4,1,1,10603,7
4,0,5,0,5,1,1,11,29267,7
19,2,1,3,1,4,1,0,16,7
71,4,16,4,16,8,3,6299,18838,7
77,4,4,4,4,8,3,3886,2793,7
28,2,18,3,18,4,1,0,37446,7
81,7,0,0,6,1,3,1,28908,7
83,7,9,0,5,2,1,8037,44255,7
79,4,6,4,6,8,3,5233,5280,7
71,4,16,4,16,8,3,5258,28107,7
83,7,9,0,5,1,1,1,11572,7
65,4,9,4,9,8,3,2982,11863,7
28,2,18,4,18,8,1,6608,33169,7
77,4,4,4,4,8,3,1526,20512,7
25,2,15,3,15,4,1,0,45151,7
1,0,6,0,6,2,1,8037,3670,7
2,0,7,0,7,1,1,13,30664,7
0,0,6,0,6,2,1,8037,17569,7
25,2,15,4,15,8,1,7140,30395,7
28,2,18,4,18,8,1,5115,37361,7
78,4,7,4,7,8,3,6929,14395,7
0,0,6,0,6,2,1,8037,6924,7
5,0,5,0,5,1,1,1,35555,7
3,0,10,0,10,2,1,8037,44493,7
32,2,4,4,4,8,1,3627,23041,7
30,2,20,4,20,8,1,497,32882,7
4,0,5,0,5,2,3,8037,21306,7
21,2,3,3,3,4,1,0,19624,7
3,0,10,0,10,1,1,11,20759,7
82,7,10,0,10,1,1,10,5144,7
79,4,6,4,6,8,3,5911,24941,7
83,7,9,0,5,1,1,6,33389,7
0,0,6,0,6,1,3,7,5142,7
30,2,20,3,20,4,1,0,24016,7
22,2,11,3,11,4,1,0,9091,7
5,0,5,0,5,1,1,1,15292,7
4,0,5,0,5,2,1,8037,23838,7
0,0,6,0,6,1,1,9,9658,7
29,2,19,3,19,4,1,1,29522,7
0,0,6,0,6,2,1,8037,29316,7
73,4,18,4,18,8,3,2072,6842,7
60,5,4,2,1,4,1,0,36027,7
19,2,1,4,1,8,1,2689,35648,7
23,2,13,4,13,8,1,5169,41843,7
81,7,0,0,6,1,3,12,38502,7
15,2,2,3,2,4,1,0,9566,7
77,4,4,4,4,8,3,4791,30,7
25,2,15,4,15,8,1,670,36939,7
26,2,16,4,16,8,1,5445,20649,7
31,2,12,4,12,8,1,2675,23052,7
70,4,15,4,15,8,3,6301,38881,7
2,0,7,0,7,2,1,8037,20473,7
23,2,13,3,13,4,1,0,29212,7
1,0,6,0,6,1,1,12,7529,7
2,0,7,0,7,2,1,8037,9182,7
2,0,7,0,7,1,1,13,17426,7
34,2,6,3,6,4,1,1,41798,7
75,4,20,4,20,8,3,7132,38653,7
68,4,13,4,13,8,3,2091,11961,7
1,0,6,0,6,1,1,9,12961,7
5,0,5,0,5,1,3,7,14321,7
22,2,11,3,11,4,1,1,41686,7
81,7,0,0,6,1,1,11,45742,7
76,4,12,4,12,8,3,5154,14829,7
31,2,12,4,12,8,1,4783,35741,7
29,2,19,4,19,8,1,4988,41850,7
73,4,18,4,18,8,3,4786,4393,7
5,0,5,0,5,1,1,13,40005,7
35,2,0,3,0,4,1,0,7203,7
27,2,17,3,17,4,1,1,18732,7
3,0,10,0,10,1,1,2,3452,7
2,0,7,0,7,1,1,13,25530,7
75,4,20,4,20,8,3,3349,21628,7
3,0,10,0,10,1,1,9,4379,7
5,0,5,0,5,1,1,9,14610,7
82,7,10,0,10,1,1,6,35505,7
0,0,6,0,6,1,1,4,19977,7
20,2,9,3,9,4,1,0,41699,7
20,2,9,4,9,8,1,5410,21128,7
81,7,0,0,6,1,3,12,5305,7
32,2,4,3,4,4,1,1,21820,7
83,7,9,0,5,1,1,6,30389,7
70,4,15,4,15,8,3,1530,4374,7
29,2,19,4,19,8,1,4869,22518,7
61,4,2,4,2,8,3,6919,11829,7
3,0,10,0,10,2,1,8037,13608,7
23,2,13,3,13,4,1,0,8585,7
24,2,14,3,14,4,1,1,38435,7
16,2,8,3,8,4,1,1,20270,7
82,7,10,0,10,2,3,8037,7475,7
81,7,0,0,6,1,1,7,14740,7
1,0,6,0,6,1,1,4,20515,7
79,4,6,4,6,8,3,2792,17152,7
81,7,0,0,6,2,1,8037,17312,7
65,4,9,4,9,8,3,5486,28420,7
18,2,5,3,5,4,1,0,8786,7
63,4,10,4,10,8,3,586,30554,7
5,0,5,0,5,1,1,12,9709,7
15,2,2,3,2,4,1,1,43880,7
0,0,6,0,6,2,1,8037,30119,7
81,7,0,0,6,1,1,11,29454,7
29,2,19,4,19,8,1,1715,30888,7
28,2,18,3,18,4,1,0,12660,7
66,4,3,4,3,8,3,4250,34492,7
34,2,6,3,6,4,1,0,8012,7
71,4,16,4,16,8,3,2228,2159,7
19,2,1,3,1,4,1,0,23747,7
29,2,19,3,19,4,1,1,19948,7
73,4,18,4,18,8,3,1060,45826,7
1,0,6,0,6,1,1,6,25529,7
65,4,9,4,9,8,3,400,25802,7
3,0,10,0,10,1,1,11,33667,7
25,2,15,3,15,4,1,0,14945,7
83,7,9,0,5,2,1,8037,37701,7
27,2,17,4,17,8,1,6138,25794,7
83,7,9,0,5,1,1,1,22615,7
2,0,7,0,7,2,1,8037,25347,7
27,2,17,4,17,8,1,5146,27956,7
30,2,20,3,20,4,1,0,33492,7
66,4,3,4,3,8,3,281,7906,7
82,7,10,0,10,1,1,7,19651,7
20,2,9,4,9,8,1,7536,21363,7
4,0,5,0,5,1,1,0,5477,7
20,2,9,3,9,4,1,1,22512,7
16,2,8,4,8,8,1,3201,42600,7
18,2,5,3,5,4,1,0,11358,7
65,4,9,4,9,8,3,3398,1225,7
29,2,19,3,19,4,1,0,30685,7
24,2,14,4,14,8,1,4360,21220,7
2,0,7,0,7,2,1,8037,1588,7
29,2,19,3,19,4,1,1,40001,7
82,7,10,0,10,1,1,1,21158,7
27,2,17,3,17,4,1,0,28469,7
72,4,17,4,17,8,3,344,42766,7
78,4,7,4,7,8,3,6308,8828,7
65,4,9,4,9,8,3,1699,14281,7
32,2,4,3,4,4,1,0,2580,7
3,0,10,0,10,2,1,8037,15402,7
0,0,6,0,6,1,1,1,711,7
5,0,5,0,5,1,1,13,37965,7
28,2,18,4,18,8,1,7193,43842,7
81,7,0,0,6,1,1,11,26734,7
71,4,16,4,16,8,3,5231,27833,7
25,2,15,3,15,4,1,0,44250,7
15,2,2,3,2,4,1,1,13789,7
13,6,5,7,9,2,1,8037,27326,0
16,2,8,3,8,4,3,1,38830,3
17,2,10,3,10,4,1,0,14417,7
64,4,1,1,5,2,3,8037,37020,2
71,4,16,4,16,8,3,1150,34580,7
32,2,4,3,4,4,1,0,17805,7
69,4,14,4,14,8,3,5100,12298,7
74,4,19,4,19,8,3,927,4810,7
33,2,7,3,7,4,1,0,37053,7
15,2,2,4,2,8,1,7540,34576,7
67,4,11,4,11,8,3,6966,33931,7
26,2,16,3,16,4,1,1,20744,7
83,7,9,0,5,1,3,10,14102,7
3,0,10,0,10,2,1,8037,38174,7
0,0,6,0,6,1,1,7,22927,7
68,4,13,4,13,8,3,7220,15978,7
27,2,17,3,17,4,1,0,43290,7
15,2,2,3,2,4,1,0,3890,0
19,2,1,3,1,4,1,1,38846,7
15,2,2,3,2,4,1,0,41765,7
79,4,6,4,6,8,3,4065,10138,7
4,0,5,0,5,1,1,12,9825,7
18,2,5,3,5,4,1,1,7572,7
81,7,0,0,6,1,1,12,44369,7
5,0,5,0,5,1,1,6,32748,7
83,7,9,0,5,1,1,12,8948,7
79,4,6,4,6,8,3,2984,37920,7
81,7,0,0,6,2,1,8037,35496,7
0,0,6,0,6,2,1,8037,23429,7
72,4,17,4,17,8,3,6510,36423,7
30,2,20,3,20,4,1,0,25184,7
69,4,14,4,14,8,3,2421,16172,7
24,2,14,3,14,4,1,1,14997,7
32,2,4,4,4,8,1,4048,24001,7
74,4,19,4,19,8,3,2223,392,7
4,0,5,0,5,1,1,1,362,7
26,2,16,4,16,8,1,1134,31512,7
80,4,0,4,0,8,3,6378,37585,7
18,2,5,3,5,4,1,0,23425,7
3,0,10,0,10,1,1,6,40311,7
81,7,0,0,6,1,1,11,43354,7
18,2,5,3,5,4,1,0,4243,7
80,4,0,4,0,8,3,6284,10495,7
68,4,13,4,13,8,3,4924,41761,7
22,2,11,3,11,4,1,0,22940,7
73,4,18,4,18,8,3,4865,38426,7
3,0,10,0,10,1,1,0,28221,7
27,2,17,3,17,4,1,1,9264,7
1,0,6,0,6,2,1,8037,35188,7
72,4,17,4,17,8,3,1467,17807,7
19,2,1,3,1,4,1,0,24,7
69,4,14,4,14,8,3,3422,33805,7
32,2,4,4,4,8,1,843,22672,7
83,7,9,0,5,1,1,10,23259,7
0,0,6,0,6,1,1,12,45604,7
83,7,9,0,5,1,1,2,17912,7
82,7,10,0,10,1,1,11,40933,7
30,2,20,3,20,4,1,1,29152,7
15,2,2,3,2,4,1,0,3860,0
35,2,0,4,0,8,1,2796,33870,7
3,0,10,0,10,1,3,12,2769,7
80,4,0,4,0,8,3,2929,8897,7
83,7,9,0,5,2,1,8037,9770,7
82,7,10,0,10,2,1,8037,34722,7
24,2,14,3,14,4,1,0,27797,7
16,2,8,4,8,8,1,7286,29929,7
4,0,5,0,5,1,1,2,29195,7
80,4,0,4,0,8,3,6920,40847,7
81,7,0,0,6,2,1,8037,13566,7
15,2,2,3,2,4,1,1,37733,7
3,0,10,0,10,2,1,8037,2174,7
1,0,6,0,6,1,1,12,8509,7
23,2,13,3,13,4,1,1,22869,7
27,2,17,3,17,4,1,0,37497,7
35,2,0,3,0,4,1,1,21937,7
18,2,5,3,5,4,1,0,15844,7
63,4,10,4,10,8,3,3430,44306,7
2,0,7,0,7,2,1,8037,5296,7
29,2,19,3,19,4,1,1,19342,7
0,0,6,0,6,1,1,2,6723,7
4,0,5,0,5,1,1,9,18775,7
4,0,5,0,5,1,1,2,7863,7
15,2,2,4,2,8,1,6927,44703,7
66,4,3,4,3,8,3,1586,40792,7
67,4,11,4,11,8,3,3887,38241,7
4,0,5,0,5,1,1,9,9854,7
14,6,17,4,19,8,1,1149,23176,7
0,0,6,0,6,1,1,10,41610,7
18,2,5,3,5,4,1,1,30094,7
79,4,6,4,6,8,3,5062,43821,7
29,2,19,3,19,4,1,0,14694,7
17,2,10,2,10,4,3,0,21088,7
69,4,14,4,14,8,3,5629,4232,7
81,7,0,0,6,1,3,11,7438,7
33,2,7,3,7,4,1,1,27939,7
28,2,18,4,18,8,1,4247,28683,7
69,4,14,4,14,8,3,5938,28053,7
22,2,11,3,11,4,1,0,44881,7
69,4,14,4,14,8,3,2469,12954,7
69,4,14,4,14,8,3,3911,1374,7
82,7,10,0,10,1,3,12,22484,7
82,7,10,0,10,1,1,9,31239,7
29,2,19,4,19,8,1,5599,35395,7
20,2,9,3,9,4,1,1,35960,7
63,4,10,4,10,8,3,1770,37251,7
0,0,6,0,6,1,1,4,10894,7
3,0,10,0,10,1,1,4,12371,7
11,6,4,4,0,8,1,3035,39488,0
30,2,20,3,20,4,1,1,36283,7
66,4,3,4,3,8,3,3859,34109,7
28,2,18,4,18,8,1,1620,29638,7
34,2,6,3,6,4,1,0,4979,7
17,2,10,3,10,4,1,0,24413,7
5,0,5,0,5,1,1,12,40245,7
61,4,2,4,2,8,3,3270,16211,7
19,2,1,3,1,4,1,1,4631,7
82,7,10,0,10,2,1,8037,36252,7
71,4,16,4,16,8,3,3507,41058,7
20,2,9,3,9,4,1,0,2703,7
81,7,0,0,6,2,3,8037,24991,7
15,2,2,3,2,4,1,1,37907,7
28,2,18,4,18,8,1,6809,21074,7
33,2,7,3,7,4,1,1,11588,7
20,2,9,3,9,4,3,1,4576,3
82,7,10,0,10,1,1,13,16188,7
1,0,6,0,6,1,1,10,27981,7
22,2,11,3,11,4,1,1,29870,7
24,2,14,4,14,8,1,4259,35237,7
28,2,18,3,18,4,1,1,8360,7
82,7,10,0,10,2,1,8037,23583,7
83,7,9,0,5,2,1,8037,30047,7
82,7,10,0,10,2,1,8037,24834,7
75,4,20,4,20,8,3,7168,17217,7
3,0,10,0,10,1,1,0,13532,7
75,4,20,4,20,8,3,6018,6376,7
65,4,9,4,9,8,3,6202,19396,7
28,2,18,4,18,8,1,5431,39807,7
